LA_NAME,SCHOOL,ID,PCODE,ESTAB,P_CON,P_CON_NUM,WARD,WARD_NUM,LA_NUM,LAESTAB,OPEN,SEX,NUM_FSM,PER_FSM,SCH_TYPE,ADMIN_POL,DENOM,GIRL,BOY,STUDENT,NUM_BRIT_W,BRIT_W,NUM_IRISH,IRISH,NUM_IRISH_T,IRISH_T,NUM_WHITE_O,WHITE_O,NUM_GYPSY_ROMA,GYPSY_ROMA,NUM_CARIB_WB,CARIB_WB,NUM_AFRICA_WB,AFRICA_WB,NUM_ASIAN_WA,ASIAN_WA,NUM_MIXED_O,MIXED_O,NUM_INDIAN,INDIAN,NUM_PAKIST,PAKIST,NUM_BANG,BANG,NUM_ASIAN_O,ASIAN_O,NUM_CARIB,CARIB,NUM_AFRICA,AFRICA,NUM_BLACK_O,BLACK_O,NUM_CHIN,CHIN,NUM_OTHER,OTHER,NUM_UNCLASS,UNCLASS,NUM_ENGLISH,ENGLISH,NUM_ENGLISH_NO,ENGLISH_NO,NUM_LAN_UNCLASS,LANG_UNCLASS,LA_BRIT_W,LA_IRISH,LA_IRISH_T,LA_WHITE_O,LA_GYPSY_ROMA,LA_CARIB_WB,LA_AFRICA,LA_AFRICA_WB,LA_ASIAN_WA,LA_MIXED_O,LA_INDIAN,LA_PAKIST,LA_BANG,LA_ASIAN_O,LA_CARIB,LA_BLACK_O,LA_CHIN,LA_OTHER,LA_UNCLASS,DIFF_BRIT_W,DIFF_IRISH,DIFF_IRISH_T,DIFF_WHITE_O,DIFF_GYPSY_ROMA,DIFF_CARIB_WB,DIFF_AFRICA,DIFF_AFRICA_WB,DIFF_ASIAN_WA,DIFF_MIXED_O,DIFF_INDIAN,DIFF_PAKIST,DIFF_BANG,DIFF_ASIAN_O,DIFF_CARIB,DIFF_BLACK_O,DIFF_CHIN,DIFF_OTHER,INTEG
Southwark,Beormund Primary School,100879,SE1 3PS,7167,Bermondsey and Old Southwark,E14000553,Grange,E05000542,E09000028,2107167,,Mixed,18,50,State-funded special school,Not applicable,No religious character,0,35,36,9,25,0,0,0,0,1,2.8,0,0,3,8.3,2,5.6,0,0,0,0,0,0,0,0,1,2.8,0,0,6,16.7,10,27.8,2,5.6,0,0,0,0,2,5.6,30,83.3,6,16.7,0,0,20.4290325,0.4941586,0.0599846,8.3578508,0.0514154,3.2648747,28.7040475,1.651004,0.8911994,4.4245765,0.6826816,0.6398355,2.5593419,1.790968,9.2033477,6.4383444,1.3168043,7.2924105,1.7481219,4.5709675,0.4941586,0.0599846,5.5578508,0.0514154,5.0351253,0.9040475,3.948996,0.8911994,4.4245765,0.6826816,0.6398355,0.2406581,1.790968,7.4966523,0.8383444,1.3168043,7.2924105,46.2366763
Southwark,Southwark Inclusive Learning Service (Sils),135260,SE15 6LF,1104,Camberwell and Peckham,E14000615,Peckham,E05000546,E09000028,2101104,01/09/2008,Mixed,28,26.9,Pupil referral unit,Not applicable,No religious character,20,85,104,30,28.8,0,0,0,0,14,13.5,0,0,8,7.7,0,0,0,0,4,3.8,0,0,0,0,0,0,0,0,16,15.4,22,21.2,9,8.7,1,1,0,0,0,0,90,86.5,13,12.5,1,1,20.4290325,0.4941586,0.0599846,8.3578508,0.0514154,3.2648747,28.7040475,1.651004,0.8911994,4.4245765,0.6826816,0.6398355,2.5593419,1.790968,9.2033477,6.4383444,1.3168043,7.2924105,1.7481219,8.3709675,0.4941586,0.0599846,5.1421492,0.0514154,4.4351253,7.5040475,1.651004,0.8911994,0.6245765,0.6826816,0.6398355,2.5593419,1.790968,6.1966523,2.2616556,0.3168043,7.2924105,50.9649777
Southwark,Rye Oak Primary School,134903,SE15 3PD,3670,Camberwell and Peckham,E14000615,The Lane,E05000553,E09000028,2103670,01/04/2005,Mixed,155,32.4,State-funded primary,Not applicable,No religious character,245,235,479,42,12.4,0,0,0,0,14,4.1,0,0,21,6.2,8,2.4,0,0,14,4.1,1,0.3,8,2.4,7,2.1,6,1.8,53,15.7,90,26.6,49,14.5,10,3,8,2.4,7,2.1,152,45,186,55,0,0,20.4290325,0.4941586,0.0599846,8.3578508,0.0514154,3.2648747,28.7040475,1.651004,0.8911994,4.4245765,0.6826816,0.6398355,2.5593419,1.790968,9.2033477,6.4383444,1.3168043,7.2924105,1.7481219,8.0290325,0.4941586,0.0599846,4.2578508,0.0514154,2.9351253,2.1040475,0.748996,0.8911994,0.3245765,0.3826816,1.7601645,0.4593419,0.009032,6.4966523,8.0616556,1.6831957,4.8924105,43.6415207
Southwark,Redriff Primary School,137648,SE16 5LQ,2500,Bermondsey and Old Southwark,E14000553,Surrey Docks,E05000552,E09000028,2102500,01/11/2011,Mixed,128,27.4,State-funded primary,Not applicable,No religious character,215,255,468,115,33.1,0,0,0,0,59,17,0,0,6,1.7,2,0.6,6,1.7,20,5.8,4,1.2,1,0.3,3,0.9,8,2.3,16,4.6,72,20.7,2,0.6,15,4.3,15,4.3,3,0.9,188,54.2,159,45.8,0,0,20.4290325,0.4941586,0.0599846,8.3578508,0.0514154,3.2648747,28.7040475,1.651004,0.8911994,4.4245765,0.6826816,0.6398355,2.5593419,1.790968,9.2033477,6.4383444,1.3168043,7.2924105,1.7481219,12.6709675,0.4941586,0.0599846,8.6421492,0.0514154,1.5648747,8.0040475,1.051004,0.8088006,1.3754235,0.5173184,0.3398355,1.6593419,0.509032,4.6033477,5.8383444,2.9831957,2.9924105,54.1656517
Southwark,St Peter's Church of England Primary School,100839,SE17 2HH,3586,Camberwell and Peckham,E14000615,Faraday,E05000541,E09000028,2103586,,Mixed,43,18.3,State-funded primary,Not applicable,Church of England,125,110,235,19,11.2,1,0.6,0,0,5,3,0,0,6,3.6,2,1.2,0,0,2,1.2,3,1.8,0,0,1,0.6,0,0,11,6.5,91,53.8,15,8.9,4,2.4,8,4.7,1,0.6,67,39.6,102,60.4,0,0,20.4290325,0.4941586,0.0599846,8.3578508,0.0514154,3.2648747,28.7040475,1.651004,0.8911994,4.4245765,0.6826816,0.6398355,2.5593419,1.790968,9.2033477,6.4383444,1.3168043,7.2924105,1.7481219,9.2290325,0.1058414,0.0599846,5.3578508,0.0514154,0.3351253,25.0959525,0.451004,0.8911994,3.2245765,1.1173184,0.6398355,1.9593419,1.790968,2.7033477,2.4616556,1.0831957,2.5924105,59.1500557
Southwark,Rotherhithe Primary School,100810,SE16 2PL,2526,Bermondsey and Old Southwark,E14000553,Rotherhithe,E05000549,E09000028,2102526,,Mixed,148,31.1,State-funded primary,Not applicable,No religious character,225,255,476,83,24.3,0,0,0,0,46,13.5,0,0,12,3.5,3,0.9,0,0,5,1.5,1,0.3,0,0,11,3.2,7,2,12,3.5,88,25.7,36,10.5,8,2.3,24,7,6,1.8,178,52,154,45,10,2.9,20.4290325,0.4941586,0.0599846,8.3578508,0.0514154,3.2648747,28.7040475,1.651004,0.8911994,4.4245765,0.6826816,0.6398355,2.5593419,1.790968,9.2033477,6.4383444,1.3168043,7.2924105,1.7481219,3.8709675,0.4941586,0.0599846,5.1421492,0.0514154,0.2351253,3.0040475,0.751004,0.8911994,2.9245765,0.3826816,0.6398355,0.6406581,0.209032,5.7033477,4.0616556,0.9831957,0.2924105,30.3374447
Sutton,Beddington Park Primary School,141891,CR0 4UL,2022,Carshalton and Wallington,E14000621,Beddington North,E05000555,E09000029,3192022,01/06/2015,Mixed,62,15.9,State-funded primary,Not applicable,No religious character,190,200,391,158,53.4,2,0.7,0,0,18,6.1,7,2.4,19,6.4,2,0.7,0,0,14,4.7,11,3.7,5,1.7,3,1,19,6.4,5,1.7,24,8.1,0,0,3,1,4,1.4,2,0.7,239,80.7,57,19.3,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,1.4622069,0.0643545,0.107998,0.8766724,2.3105159,4.3449519,2.8050111,0.3090101,2.3852135,1.1730931,1.5733893,1.5152555,0.0681313,3.3815354,0.1355715,1.0244384,0.4471735,0.3958529,24.3803752
Sutton,Cheam Fields Primary School,102964,SM3 8PQ,2009,Sutton and Cheam,E14000984,Cheam,E05000560,E09000029,3192009,,Mixed,53,11.3,State-funded primary,Not applicable,No religious character,230,240,468,250,69.6,1,0.3,0,0,22,6.1,0,0,6,1.7,3,0.8,10,2.8,6,1.7,8,2.2,12,3.3,5,1.4,21,5.8,1,0.3,10,2.8,0,0,4,1.1,0,0,0,0,280,78,79,22,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,17.6622069,0.3356455,0.107998,0.8766724,0.0894841,0.3550481,2.4949889,0.2090101,0.4147865,1.8269069,3.0733893,0.0847445,0.4681313,3.9815354,1.2644285,1.0244384,0.3471735,1.7958529,36.4124412
Sutton,Nonsuch Primary School,102985,KT17 2HQ,2042,Epsom and Ewell,E14000694,Stoneleigh,E05007282,E09000029,3192042,,Mixed,7,2.7,State-funded primary,Not applicable,No religious character,120,135,258,127,70.6,0,0,0,0,12,6.7,0,0,1,0.6,1,0.6,3,1.7,2,1.1,10,5.6,8,4.4,4,2.2,6,3.3,0,0,0,0,0,0,0,0,4,2.2,2,1.1,151,83.9,29,16.1,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,18.6622069,0.6356455,0.107998,0.2766724,0.0894841,1.4550481,5.2949889,0.4090101,0.6852135,2.4269069,0.3266107,1.1847445,1.2681313,6.4815354,1.5644285,1.0244384,1.4471735,0.4041471,43.7443838
Sutton,Cheam Park Farm Infants School,140260,SM3 9UU,2011,Sutton and Cheam,E14000984,Stonecot,E05000563,E09000029,3192011,01/10/2013,Mixed,16,4.2,State-funded primary,Not applicable,No religious character,175,210,381,120,57.4,0,0,0,0,21,10,0,0,3,1.4,3,1.4,1,0.5,5,2.4,12,5.7,4,1.9,0,0,33,15.8,0,0,3,1.4,0,0,2,1,1,0.5,1,0.5,145,69.4,64,30.6,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,5.4622069,0.6356455,0.107998,3.0233276,0.0894841,0.6550481,3.8949889,0.3909899,1.8852135,1.1269069,0.4266107,1.3152555,0.9318687,6.0184646,1.5644285,1.0244384,0.4471735,1.2958529,30.2959022
Sutton,The Limes College,102957,SM1 2SD,1100,Sutton and Cheam,E14000984,Sutton Central,E05000564,E09000029,3191100,01/01/1996,Mixed,85,85,Pupil referral unit,Not applicable,No religious character,35,65,100,77,77,0,0,0,0,4,4,1,1,2,2,2,2,0,0,6,6,1,1,2,2,0,0,0,0,2,2,1,1,1,1,0,0,1,1,0,0,94,94,6,6,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,25.0622069,0.6356455,0.107998,2.9766724,0.9105159,0.0550481,4.2949889,0.9909899,2.3852135,2.4730931,4.2733893,1.2152555,0.9318687,9.7815354,0.4355715,0.0244384,1.4471735,0.7958529,58.7974574
Sutton,Abbey Primary School,102967,SM4 6NY,2012,Carshalton and Wallington,E14000621,St Helier,E05000562,E09000029,3192012,,Mixed,58,12.6,State-funded primary,Not applicable,No religious character,230,230,462,165,46.3,0,0,0,0,37,10.4,0,0,0,0,2,0.6,0,0,20,5.6,6,1.7,33,9.3,1,0.3,53,14.9,3,0.8,17,4.8,4,1.1,1,0.3,14,3.9,0,0,220,61.8,135,37.9,1,0.3,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,5.6377931,0.6356455,0.107998,3.4233276,0.0894841,2.0550481,0.4949889,0.4090101,2.3852135,2.0730931,3.5733893,6.0847445,0.6318687,5.1184646,0.7644285,0.0755616,1.1471735,2.1041471,36.8113798
Sutton,Wallington High School for Girls,136789,SM6 0PH,5405,Carshalton and Wallington,E14000621,Wallington South,E05000570,E09000029,3195405,01/06/2011,Girls,37,2.6,State-funded secondary,Selective,No religious character,1400,0,1401,329,23.5,5,0.4,0,0,38,2.7,0,0,16,1.1,11,0.8,58,4.1,35,2.5,243,17.3,74,5.3,30,2.1,347,24.8,32,2.3,96,6.9,11,0.8,36,2.6,25,1.8,15,1.1,982,70.1,417,29.8,2,0.1,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,28.4377931,0.2356455,0.107998,4.2766724,0.0894841,0.9550481,1.6050111,0.2090101,1.7147865,1.0269069,12.0266107,2.0847445,1.1681313,15.0184646,0.7355715,0.2244384,1.1528265,0.0041471,71.0732904
Sutton,High View Primary School,102971,SM6 8JT,2019,Carshalton and Wallington,E14000621,Beddington North,E05000555,E09000029,3192019,,Mixed,37,8.3,State-funded primary,Not applicable,No religious character,215,230,445,173,48.9,1,0.3,0,0,13,3.7,0,0,15,4.2,9,2.5,9,2.5,10,2.8,15,4.2,7,2,2,0.6,45,12.7,13,3.7,23,6.5,11,3.1,5,1.4,3,0.8,0,0,257,72.6,97,27.4,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,3.0377931,0.3356455,0.107998,3.2766724,0.0894841,2.1449519,1.2050111,1.4909899,0.1147865,0.7269069,1.0733893,1.2152555,0.3318687,2.9184646,2.1355715,2.0755616,0.0471735,0.9958529,23.323377
Sutton,Avenue Primary Academy,142177,SM2 6JE,2003,Sutton and Cheam,E14000984,Belmont,E05000557,E09000029,3192003,01/09/2015,Mixed,73,7.9,State-funded primary,Not applicable,No religious character,450,475,929,276,38,0,0,0,0,80,11,2,0.3,15,2.1,12,1.7,31,4.3,30,4.1,83,11.4,34,4.7,8,1.1,64,8.8,2,0.3,46,6.3,9,1.2,15,2.1,15,2.1,5,0.7,458,63,268,36.9,1,0.1,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,13.9377931,0.6356455,0.107998,4.0233276,0.2105159,0.0449519,1.0050111,0.6909899,1.9147865,0.5730931,6.1266107,1.4847445,0.1681313,0.9815354,1.2644285,0.1755616,0.6528265,0.3041471,34.3020982
Sutton,Stanley Park High School,103003,SM5 4NS,4015,Carshalton and Wallington,E14000621,Carshalton South and Clockhouse,E05000559,E09000029,3194015,,Mixed,222,18.3,State-funded secondary,Comprehensive,No religious character,585,630,1215,890,73.3,9,0.7,3,0.2,62,5.1,2,0.2,36,3,7,0.6,20,1.6,37,3,6,0.5,7,0.6,7,0.6,31,2.6,9,0.7,38,3.1,21,1.7,1,0.1,19,1.6,10,0.8,1111,91.4,104,8.6,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,21.3622069,0.0643545,0.092002,1.8766724,0.1105159,0.9449519,2.1949889,0.4090101,0.7852135,0.5269069,4.7733893,2.6152555,0.3318687,7.1815354,0.8644285,0.6755616,1.3471735,0.1958529,46.3518884
Sutton,Sutton Tuition and Reintegration Service,135010,SM5 4NR,1102,Carshalton and Wallington,E14000621,Carshalton South and Clockhouse,E05000559,E09000029,3191102,01/03/2004,Mixed,14,41.2,Pupil referral unit,Not applicable,No religious character,15,20,34,29,85.3,0,0,0,0,1,2.9,0,0,1,2.9,0,0,0,0,1,2.9,0,0,0,0,0,0,1,2.9,0,0,0,0,0,0,0,0,0,0,1,2.9,33,97.1,1,2.9,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,33.3622069,0.6356455,0.107998,4.0766724,0.0894841,0.8449519,5.2949889,1.0090101,2.3852135,0.6269069,5.2733893,3.2152555,0.9318687,6.8815354,1.5644285,1.0244384,1.4471735,1.7958529,70.5670204
Sutton,Foresters Primary School,102986,SM6 9DP,2043,Carshalton and Wallington,E14000621,Beddington South,E05000556,E09000029,3192043,,Mixed,93,36.5,State-funded primary,Not applicable,No religious character,110,145,255,136,65.1,0,0,0,0,6,2.9,2,1,8,3.8,5,2.4,1,0.5,9,4.3,4,1.9,6,2.9,1,0.5,11,5.3,6,2.9,8,3.8,0,0,1,0.5,3,1.4,2,1,168,80.4,41,19.6,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,13.1622069,0.6356455,0.107998,4.0766724,0.9105159,1.7449519,1.4949889,1.3909899,1.8852135,0.7730931,3.3733893,0.3152555,0.4318687,4.4815354,1.3355715,1.0244384,0.9471735,0.3958529,38.4873612
Sutton,Green Wrythe Primary School,141876,SM5 1JP,2008,Carshalton and Wallington,E14000621,Wandle Valley,E05000571,E09000029,3192008,01/04/2015,Mixed,86,30.8,State-funded primary,Not applicable,No religious character,120,160,279,139,63.8,0,0,1,0.5,12,5.5,0,0,2,0.9,0,0,1,0.5,9,4.1,1,0.5,3,1.4,4,1.8,14,6.4,5,2.3,22,10.1,1,0.5,0,0,4,1.8,0,0,183,83.9,35,16.1,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,11.8622069,0.6356455,0.392002,1.4766724,0.0894841,1.1550481,4.8050111,1.0090101,1.8852135,0.5730931,4.7733893,1.8152555,0.8681313,3.3815354,0.7355715,0.5244384,1.4471735,0.0041471,37.4330288
Sutton,Cheam Common Infants' School,102963,KT4 8SS,2007,Sutton and Cheam,E14000984,Nonsuch,E05000561,E09000029,3192007,,Mixed,16,3.9,State-funded primary,Not applicable,No religious character,195,210,406,102,43.6,0,0,0,0,29,12.4,1,0.4,4,1.7,2,0.9,8,3.4,13,5.6,15,6.4,10,4.3,1,0.4,26,11.1,2,0.9,5,2.1,3,1.3,4,1.7,4,1.7,5,2.1,158,67.5,76,32.5,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,8.3377931,0.6356455,0.107998,5.4233276,0.3105159,0.3550481,3.1949889,0.1090101,1.0147865,2.0730931,1.1266107,1.0847445,0.5318687,1.3184646,0.6644285,0.2755616,0.2528265,0.0958529,26.9125648
Sutton,Harris Junior Academy Carshalton,139965,SM5 2NS,2004,Carshalton and Wallington,E14000621,The Wrythe,E05000568,E09000029,3192004,01/09/2013,Mixed,38,10.8,State-funded primary,Not applicable,No religious character,175,175,351,256,72.9,1,0.3,0,0,13,3.7,0,0,12,3.4,4,1.1,4,1.1,8,2.3,10,2.8,2,0.6,3,0.9,11,3.1,4,1.1,13,3.7,4,1.1,4,1.1,1,0.3,1,0.3,298,84.9,53,15.1,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,20.9622069,0.3356455,0.107998,3.2766724,0.0894841,1.3449519,1.5949889,0.0909899,1.2852135,1.2269069,2.4733893,2.6152555,0.0318687,6.6815354,0.4644285,0.0755616,0.3471735,1.4958529,44.5001234
Sutton,Cheam Park Farm Junior School,136535,SM3 9UE,2010,Sutton and Cheam,E14000984,Stonecot,E05000563,E09000029,3192010,01/04/2011,Mixed,17,4.1,State-funded primary,Not applicable,No religious character,205,215,419,250,59.7,1,0.2,0,0,16,3.8,0,0,7,1.7,1,0.2,5,1.2,11,2.6,21,5,15,3.6,2,0.5,69,16.5,3,0.7,9,2.1,1,0.2,5,1.2,3,0.7,0,0,312,74.5,107,25.5,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,7.7622069,0.4356455,0.107998,3.1766724,0.0894841,0.3550481,3.1949889,0.8090101,1.1852135,0.9269069,0.2733893,0.3847445,0.4318687,6.7184646,0.8644285,0.8244384,0.2471735,1.0958529,28.8835348
Sutton,Westbourne Primary School,136796,SM1 2NT,2045,Sutton and Cheam,E14000984,Sutton North,E05000565,E09000029,3192045,01/06/2011,Mixed,53,10.5,State-funded primary,Not applicable,No religious character,225,280,503,169,43.3,1,0.3,0,0,35,9,0,0,8,2.1,2,0.5,9,2.3,17,4.4,25,6.4,25,6.4,4,1,39,10,3,0.8,14,3.6,2,0.5,19,4.9,9,2.3,9,2.3,244,62.6,145,37.2,1,0.3,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,8.6377931,0.3356455,0.107998,2.0233276,0.0894841,0.0449519,1.6949889,0.5090101,0.0852135,0.8730931,1.1266107,3.1847445,0.0681313,0.2184646,0.7644285,0.5244384,3.4528265,0.5041471,24.2452974
Sutton,St Elphege's RC Junior School,102996,SM6 9HY,3503,Carshalton and Wallington,E14000621,Beddington South,E05000556,E09000029,3193503,,Mixed,37,12.6,State-funded primary,Not applicable,Roman Catholic,145,145,293,74,25.3,2,0.7,9,3.1,37,12.6,0,0,5,1.7,2,0.7,3,1,24,8.2,11,3.8,2,0.7,4,1.4,39,13.3,1,0.3,63,21.5,11,3.8,2,0.7,3,1,1,0.3,152,51.9,141,48.1,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,26.6377931,0.0643545,2.992002,5.6233276,0.0894841,0.3550481,16.2050111,0.3090101,1.3852135,4.6730931,1.4733893,2.5152555,0.4681313,3.5184646,1.2644285,2.7755616,0.7471735,0.7958529,71.8925944
Sutton,Glenthorne High School,136914,SM3 9PS,4011,Sutton and Cheam,E14000984,Stonecot,E05000563,E09000029,3194011,01/07/2011,Mixed,163,10.8,State-funded secondary,Comprehensive,No religious character,795,715,1511,1064,70.4,4,0.3,0,0,76,5,3,0.2,40,2.6,22,1.5,25,1.7,30,2,9,0.6,45,3,6,0.4,47,3.1,27,1.8,45,3,10,0.7,13,0.9,26,1.7,19,1.3,1316,87.1,187,12.4,8,0.5,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,18.4622069,0.3356455,0.107998,1.9766724,0.1105159,0.5449519,2.2949889,0.4909899,0.6852135,1.5269069,4.6733893,0.2152555,0.5318687,6.6815354,0.2355715,0.3244384,0.5471735,0.0958529,39.841175
Sutton,Nonsuch High School for Girls,136795,SM3 8AB,5401,Epsom and Ewell,E14000694,Nonsuch,E05007279,E09000029,3195401,01/06/2011,Girls,13,1,State-funded secondary,Selective,No religious character,1285,0,1283,333,26,5,0.4,0,0,38,3,0,0,8,0.6,7,0.5,56,4.4,43,3.4,164,12.8,90,7,26,2,343,26.7,4,0.3,54,4.2,5,0.4,72,5.6,23,1.8,12,0.9,986,76.9,290,22.6,7,0.5,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,25.9377931,0.2356455,0.107998,3.9766724,0.0894841,1.4550481,1.0949889,0.5090101,2.0147865,0.1269069,7.5266107,3.7847445,1.0681313,16.9184646,1.2644285,0.6244384,4.1528265,0.0041471,70.8921252
Sutton,All Saints Benhilton CofE Primary School,102990,SM1 3DA,3301,Sutton and Cheam,E14000984,Sutton North,E05000565,E09000029,3193301,,Mixed,19,4.8,State-funded primary,Not applicable,Church of England,190,205,394,146,51.6,0,0,0,0,51,18,0,0,5,1.8,3,1.1,8,2.8,2,0.7,16,5.7,3,1.1,1,0.4,20,7.1,2,0.7,21,7.4,0,0,5,1.8,0,0,0,0,174,61.5,109,38.5,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,0.3377931,0.6356455,0.107998,11.0233276,0.0894841,0.2550481,2.1050111,0.0909899,0.4147865,2.8269069,0.4266107,2.1152555,0.5318687,2.6815354,0.8644285,1.0244384,0.3528265,1.7958529,27.6798074
Sutton,Wilson's School,136621,SM6 9JW,5400,Carshalton and Wallington,E14000621,Beddington South,E05000556,E09000029,3195400,01/04/2011,Boys,17,1.5,State-funded secondary,Selective,Church of England,0,1120,1120,293,26.2,6,0.5,0,0,48,4.3,0,0,3,0.3,8,0.7,55,4.9,34,3,195,17.4,61,5.4,16,1.4,234,20.9,17,1.5,59,5.3,3,0.3,61,5.4,16,1.4,11,1,730,65.2,387,34.6,3,0.3,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,25.7377931,0.1356455,0.107998,2.6766724,0.0894841,1.7550481,0.0050111,0.3090101,2.5147865,0.5269069,12.1266107,2.1847445,0.4681313,11.1184646,0.0644285,0.7244384,3.9528265,0.3958529,64.8938532
Sutton,Bandon Hill Primary School,102958,SM6 9QU,2000,Carshalton and Wallington,E14000621,Beddington South,E05000556,E09000029,3192000,,Mixed,71,8,State-funded primary,Not applicable,No religious character,440,455,893,364,55.6,7,1.1,0,0,35,5.3,1,0.2,29,4.4,4,0.6,12,1.8,28,4.3,34,5.2,19,2.9,3,0.5,54,8.2,14,2.1,25,3.8,6,0.9,5,0.8,8,1.2,7,1.1,509,77.7,146,22.3,0,0,51.9377931,0.6356455,0.107998,6.9766724,0.0894841,2.0550481,5.2949889,1.0090101,2.3852135,3.5269069,5.2733893,3.2152555,0.9318687,9.7815354,1.5644285,1.0244384,1.4471735,1.7958529,0.947297,3.6622069,0.4643545,0.107998,1.6766724,0.1105159,2.3449519,1.4949889,0.4090101,0.5852135,0.7730931,0.0733893,0.3152555,0.4318687,1.5815354,0.5355715,0.1244384,0.6471735,0.5958529,15.9340904
